id,time,side,grade,confidence,pattern,entry,sl,tp1,rng10,body_p,htf,result,exit,pips
1780908317,2026-06-08 10:45,LONG,A+,,CRT sweep+reclaim,4291.5,,,118,9,"4293.09 (1H+4H+D, x3)",auto-skip,0.89,neg R:R 0.89 (TP1 < 1.2×SL)
1780908570,2026-06-08 10:49,LONG,A+,,CRT sweep+reclaim,4292.84,,,118,22,"4293.09 (1H+4H+D, x3)",auto-skip,0.65,neg R:R 0.65 (TP1 < 1.2×SL)
1780909826,2026-06-08 11:10,LONG,A+,,CRT sweep+reclaim,4285.86,,,96,5,1H buy zone,auto-skip,0.66,neg R:R 0.66 (TP1 < 1.2×SL)
1780909936,2026-06-08 11:12,LONG,A+,,CRT sweep+reclaim,4287.2,,,96,19,1H buy zone,auto-skip,0.58,neg R:R 0.58 (TP1 < 1.2×SL)
1780910059,2026-06-08 11:14,LONG,A+,,CRT sweep+reclaim,4287.78,,,96,25,1H buy zone,auto-skip,0.55,neg R:R 0.55 (TP1 < 1.2×SL)
1780910239,2026-06-08 11:17,LONG,A+,,CRT sweep+reclaim,4288.6,,,96,2,1H buy zone,auto-skip,0.24,neg R:R 0.24 (TP1 < 1.2×SL); counter-DOWN no-room
1780911267,2026-06-08 11:34,SHORT,observe,,momentum impulse,4274.37,,,195,55,open,auto-skip,,observation-only
1780911376,2026-06-08 11:36,LONG,strict-reversal,,zone-bounce rejection,4278.4,,,204,43,1H buy zone,auto-skip,,strict reversal context: no stacked confluence or valid prior VA
1780911516,2026-06-08 11:38,LONG,A+,,resistance-trendline break,4291.53,,,229,175,1H buy zone,auto-skip,0.33,neg R:R 0.33 (TP1 < 1.2×SL); dead chop ER0.12 (<0.2)
1780911794,2026-06-08 11:43,LONG,strict-reversal,,zone-bounce rejection,4295.43,,,232,17,1H buy zone,auto-skip,,strict reversal context: no stacked confluence or valid prior VA
1780912573,2026-06-08 11:56,SHORT,A+,,CRT sweep+reclaim,4293.18,,,291,3,VWAP lower band,auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL)
1780912966,2026-06-08 12:02,SHORT,C-into-zone,1,CRT sweep+reclaim,4290.11,4298.18,4278.58,291,48,1H buy zone,rejected,,C-into-zone SHORT into a 1H buy-zone support (shorting INTO support = suppressed low-quality setup); conf 1/10; SMC discount-misaligned; no clean room (at support). Reject.
1780913055,2026-06-08 12:04,SHORT,C-into-zone,,CRT sweep+reclaim,4290.7,,,291,42,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL)
1780914977,2026-06-08 12:36,SHORT,A+,,CRT sweep+reclaim,4301.47,,,194,23,"4300.22 (15m+1H+round, x3)",auto-skip,0.4,neg R:R 0.40 (TP1 < 1.2×SL); dead chop ER0.14 (<0.2)
1780915102,2026-06-08 12:38,SHORT,A+,,zone-bounce rejection,4300.57,,,194,32,"4300.22 (15m+1H+round, x3)",auto-skip,0.4,neg R:R 0.40 (TP1 < 1.2×SL); dead chop ER0.12 (<0.2)
1780915215,2026-06-08 12:40,SHORT,A+,,CRT sweep+reclaim,4299.77,,,194,1,"4300.22 (15m+1H+round, x3)",auto-skip,0.52,neg R:R 0.52 (TP1 < 1.2×SL); dead chop ER0.13 (<0.2)
1780915633,2026-06-08 12:47,SHORT,A+,,zone-bounce rejection,4300.17,,,194,45,"4300.22 (15m+1H+round, x3)",auto-skip,0.55,neg R:R 0.55 (TP1 < 1.2×SL); dead chop ER0.09 (<0.2)
1780915755,2026-06-08 12:49,SHORT,A+,,CRT sweep+reclaim,4301.52,,,194,32,"4300.22 (15m+1H+round, x3)",auto-skip,0.4,neg R:R 0.40 (TP1 < 1.2×SL); dead chop ER0.11 (<0.2)
1780915873,2026-06-08 12:51,SHORT,A+,,CRT sweep+reclaim,4299.07,,,161,16,"4300.22 (15m+1H+round, x3)",auto-skip,0.46,neg R:R 0.46 (TP1 < 1.2×SL); dead chop ER0.14 (<0.2)
1780916686,2026-06-08 13:04,SHORT,A+,,fib pullback rejection 0.52-0.645,4299.7,,,157,25,"4300.22 (15m+1H+round, x3)",auto-skip,0.4,neg R:R 0.40 (TP1 < 1.2×SL); dead chop ER0.09 (<0.2)
1780916894,2026-06-08 13:08,LONG,A+,,zone-bounce rejection,4303.8,,,157,39,"4300.22 (15m+1H+round, x3)",auto-skip,0.4,neg R:R 0.40 (TP1 < 1.2×SL)
1780916954,2026-06-08 13:09,LONG,A+,,zone-bounce rejection,4303.35,,,157,35,"4300.22 (15m+1H+round, x3)",auto-skip,0.4,neg R:R 0.40 (TP1 < 1.2×SL)
1780917015,2026-06-08 13:10,SHORT,C-into-zone,,CRT sweep+reclaim,4305.01,,,159,11,open,auto-skip,0.4,neg R:R 0.40 (TP1 < 1.2×SL)
1780917313,2026-06-08 13:15,LONG,C-into-zone,,prev VAL rejection (VA/VWAP),4317.3,,,307,13,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL)
1780917376,2026-06-08 13:16,LONG,A+,,prev VAL rejection (VA/VWAP),4312.84,,,307,58,4H SMC EQL liquidity,auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL)
1780917432,2026-06-08 13:17,LONG,A+,,prev VAL rejection (VA/VWAP),4314.81,,,307,38,prior-day low,auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL); counter-DOWN no-room
1780917495,2026-06-08 13:18,SHORT,A+,,fib pullback rejection 0.52-0.645,4313.61,,,307,50,"4310.03 (15m+round, x2)",auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL)
1780917555,2026-06-08 13:19,LONG,C-into-zone,,fib pullback rejection 0.52-0.645,4319.99,,,307,14,open,auto-skip,0.36,neg R:R 0.36 (TP1 < 1.2×SL); counter-DOWN no-room
1780917612,2026-06-08 13:20,LONG,C-into-zone,,fib pullback rejection 0.52-0.645,4327.76,,,325,6,open,auto-skip,0.4,neg R:R 0.40 (TP1 < 1.2×SL)
1780917673,2026-06-08 13:21,SHORT,A+,,zone-bounce rejection,4326.97,,,341,2,1H SMC supply OB,auto-skip,0.9,neg R:R 0.90 (TP1 < 1.2×SL)
1780917737,2026-06-08 13:22,LONG,C-into-zone,,prev VAL rejection (VA/VWAP),4327.1,,,341,3,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL)
1780917795,2026-06-08 13:23,LONG,A+,,prev VAL rejection (VA/VWAP),4324.81,,,341,23,EMA200,auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL)
1780917852,2026-06-08 13:24,LONG,A,,prev VAL rejection (VA/VWAP),4325.78,,,341,14,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 1.2×SL)
