id,time,side,grade,pattern,entry,sl,tp1,rng10,body_p,htf,result,exit,pips
1780616973,2026-06-05 01:49,LONG,A+,zone-bounce rejection,4462.95,4461.31,4464.62,47,7,"4479.33 (15m+15mEMA+1H+1HEMA, x19)",rejected,,"Same falling-knife LONG @ ~4463 (verified breakdown 3 min ago): entry below the broken 4464 floor, price under all EMAs, heading to 4455-4458. ER 0.67/R:R ~1.0 but wrong side of a live downside breakout. With-trend play is a SHORT, not this long."
1780618356,2026-06-05 02:12,SHORT,C-into-zone,support-trendline break,4454.87,,,103,56,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780618803,2026-06-05 02:20,LONG,A+,zone-bounce rejection,4454.15,4452.3,4457.23,103,9,"4458.39 (15m+1H+round, x8)",rejected,,"~10th gold long rejected this leg. Price fell 4464->4454 exactly into the 4455-4458 support the 01:44/01:49 breakdown predicted; LONG @4454.15 RSI30.8 oversold knife-catch, off-session thin tape, against live down-momentum (support-trendline break auto-skipped 02:12). 'With-trend' label stale — real momentum down. No confirmed reversal = no edge."
1780618896,2026-06-05 02:21,LONG,A+,CRT sweep+reclaim,4452.46,4450.43,4455.6,100,6,"4458.39 (15m+1H+round, x8)",rejected,,"Fresh new low 4454->4452.46, RSI 28.3 = buying capitulation (OS chasing), ~11th gold long this down-leg. ER0.67 is downside efficiency, off-session thin tape, no confirmed reversal. 'With-trend' stale — momentum is down. Knife-catch."
1780618958,2026-06-05 02:22,LONG,A+,zone-bounce rejection,4453.92,4451.88,4457.09,70,11,"4458.39 (15m+1H+round, x8)",rejected,,"Same off-session gold long, ~12th this down-leg. Tiny bounce off 4452 low but no confirmed reversal — RSI 35.6 mid, still under all EMAs, off-session thin tape. ER is downside efficiency. No structure flip = knife-catch. Wait for a real reclaim + session."
1780619328,2026-06-05 02:28,LONG,A+,zone-bounce rejection,4455.33,4453.39,4458.57,59,11,"4458.39 (15m+1H+round, x8)",rejected,,"First sign of exhaustion (no new low, RSI 28->44, ER 0.9->0.55) but still a bounce not a reversal: price 4455 below all EMAs + the broken 4464 floor, off-session thin tape. ~13th gold long this leg. Need a structure reclaim + session before this is real."
1780619430,2026-06-05 02:30,LONG,A+,zone-bounce rejection,4458.04,,,77,3,"4458.39 (15m+1H+round, x8)",auto-skip,0.43,neg R:R 0.43 (TP1 < 0.8×SL)
1780619489,2026-06-05 02:31,SHORT,C-into-zone,CRT sweep+reclaim,4460.32,,,91,3,open,auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL); counter-UP
1780619637,2026-06-05 02:33,LONG,A+,zone-bounce rejection,4460.11,4458.12,4463.42,86,16,"4458.39 (15m+1H+round, x8)",rejected,,"Closest yet (RSI 58, +8p off 4452 low) but climb is choppy (ER 0.37), still off-session and below the broken 4464 floor; TP1 4463.42 caps right under that floor-turned-resistance = no room. Need a clean 4464 reclaim in-session for the A+ long."
1780619677,2026-06-05 02:34,LONG,A+,zone-bounce rejection,4460.53,4458.55,4463.6,79,6,"4458.39 (15m+1H+round, x8)",rejected,,"Stalled at 4460 just under the broken 4464 floor; TP1 4463.6 still caps under that resistance = no room. ER 0.37 choppy, off-session, no 4464 reclaim. RSI 59 but the wall is right overhead — wait for a clean break + hold of 4464."
1780619739,2026-06-05 02:35,LONG,A+,zone-bounce rejection,4461.56,4459.58,4464.01,81,8,"4458.39 (15m+1H+round, x8)",rejected,,"TP1 4464.01 sits exactly on the broken 4464 floor-resistance = zero room. ER 0.33 at chop floor, off-session, still no break/hold of 4464. RSI 61.8 grinding into the wall is not a breakout. Need price to clear 4464 and base above it first."
1780619789,2026-06-05 02:36,LONG,A+,zone-bounce rejection,4464.55,,,110,15,"4458.39 (15m+1H+round, x8)",auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL)
1780620415,2026-06-05 02:46,SHORT,A+,zone-bounce rejection,4464.13,4466.43,4460.7,47,3,"4479.33 (15m+15mEMA+1H+1HEMA, x19)",rejected,,"Counter-trend SHORT (explicit) in DEEP chop ER0.18 (<0.3 floor), off-session. Shorting the 4464 fail has some logic but chop + thin tape + counter-trend = automatic skip per discipline. No edge in whipsaw."
1780622129,2026-06-05 03:15,LONG,A+,zone-bounce rejection,4462.17,,,91,24,"4458.39 (15m+1H+round, x8)",auto-skip,0.77,neg R:R 0.77 (TP1 < 0.8×SL)
1780622250,2026-06-05 03:17,LONG,A+,zone-bounce rejection,4462.89,,,79,5,"4458.39 (15m+1H+round, x8)",auto-skip,0.71,neg R:R 0.71 (TP1 < 0.8×SL)
1780622372,2026-06-05 03:19,LONG,A+,zone-bounce rejection,4464.3,,,75,42,"4458.39 (15m+1H+round, x8)",auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780622549,2026-06-05 03:22,SHORT,C-into-zone,momentum impulse,4455.81,,,93,28,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780625803,2026-06-05 04:16,SHORT,B (open space),support-trendline break,4443.34,4446.47,4438.87,75,30,open,rejected,,"Grade B, counter-trend bias, off-session. Off-session non-A+ + counter-trend fade = automatic skip. No edge in dead pre-London chop."
1780626813,2026-06-05 04:33,SHORT,B (open space),support-trendline break,4445.2,4448.4,4440.63,129,21,open,rejected,,"Grade B, counter-trend bias, off-session. Off-session non-A+ + counter-trend fade = automatic skip. ER 0.4 marginal, dead pre-London tape."
1780632960,2026-06-05 06:16,SHORT,A+,zone-bounce rejection,4441.35,,,53,1,"4444.72 (15m+1H+4H+D, x15)",auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL)
1780633969,2026-06-05 06:32,LONG,C-into-zone,CRT sweep+reclaim,4439.12,,,62,6,open,auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL)
1780634011,2026-06-05 06:33,LONG,C-into-zone,CRT sweep+reclaim,4439.77,,,62,3,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780639005,2026-06-05 07:56,SHORT,A+,zone-bounce rejection,4442.05,,,65,11,"4444.72 (15m+1H+4H+D, x15)",auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL)
1780641089,2026-06-05 08:31,SHORT,A+,zone-bounce rejection,4444.69,,,92,8,"4444.72 (15m+1H+4H+D, x15)",auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL); dead chop ER0.11
1780645842,2026-06-05 09:50,SHORT,A+,zone-bounce rejection,4461.63,,,61,12,"4458.24 (15m+15mEMA+1H+D, x9)",auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL)
1780646611,2026-06-05 10:03,LONG,A+,CRT sweep+reclaim,4461.38,,,48,1,EMA50,auto-skip,0.43,neg R:R 0.43 (TP1 < 0.8×SL)
1780646852,2026-06-05 10:07,SHORT,A+,zone-bounce rejection,4460.9,,,48,7,"4458.24 (15m+15mEMA+1H+D, x9)",auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL)
1780647511,2026-06-05 10:18,LONG,C-into-zone,resistance-trendline break,4462.43,,,38,18,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780648057,2026-06-05 10:27,SHORT,A+,CRT sweep+reclaim,4464.13,4466.12,4460.81,52,8,"4458.24 (15m+15mEMA+1H+D, x9)",rejected,,"Not a clean A+ on chart read: 30m regime FLAT (not with-trend) and price 4464 is ABOVE all EMAs (50/100/200=4461/59/54) with RSI 57 rising = fading up-momentum. The 'rejection at 4458 resistance' premise is mismatched — price already broke 6p ABOVE 4458, didn't reject it. Trigger weak: strong=False, 8p body, vol_ok=False. Range-top fade in flat regime, not with-trend+clean-trigger. Approve only on a STRONG bearish reclaim + DOWN regime."
1780648083,2026-06-05 10:28,SHORT,A+,zone-bounce rejection,4463.62,4465.61,4460.31,48,11,"4458.24 (15m+15mEMA+1H+D, x9)",rejected,,"Repeat of the 4464 range-top fade: regime FLAT (not with-trend), price still above EMAs, RSI 54 cooling, ER now 0.39 fading toward chop. Same non-A+ fade — no structure flip, no strong trigger. Skip until a strong reclaim + DOWN regime."
1780648338,2026-06-05 10:32,SHORT,A+,CRT sweep+reclaim,4464.84,4467.14,4461.56,54,4,"4458.24 (15m+15mEMA+1H+D, x9)",rejected,,"30m regime now DOWN (good) but the trigger is FAILING: price rose 4464.84->4466.11 on an 8p BULL candle, RSI climbing 56->60, price above all EMAs, strong=False/vol_ok=False, signal already dissipated to 'Waiting'. That's fading strength, not a bearish reclaim. Need a decisive bearish close back below the EMAs/4458 with momentum before this is the A+ short."
1780648425,2026-06-05 10:33,SHORT,A+,CRT sweep+reclaim,4464.08,4466.36,4460.82,54,7,"4458.24 (15m+15mEMA+1H+D, x9)",rejected,,"ER 0.29 = CHOP (below 0.3 floor) — hard reject. Gold grinding sideways at 4464, no reclaim, RSI 53 flat. Whipsaw-in-a-box, no edge. Wait for ER>0.4 + a strong bearish trigger."
1780648777,2026-06-05 10:39,LONG,C-into-zone,CRT sweep+reclaim,4462.5,,,67,5,open,auto-skip,0.4,neg R:R 0.40 (TP1 < 0.8×SL)
1780650174,2026-06-05 11:02,LONG,A+,CRT sweep+reclaim,4462.65,4460.73,4465.01,30,3,EMA50,rejected,,"Counter-trend LONG vs 30m down-regime with RSI 49 (neutral, no oversold reset). Cleared HARD FLOOR (R:R 1.24, room 44p) but a CRT reversal needs an extreme to fade — mid-RSI counter-trend is just fighting the trend. Skip."
1780650272,2026-06-05 11:04,LONG,A+,CRT sweep+reclaim,4463.12,4461.08,4465.2,29,1,"4467.82 (15m+1H, x2)",rejected,,"Counter-trend LONG vs 30m down-regime, RSI 51.8 neutral (no oversold reset). Structurally clean (R:R ~1.0, 39p room, ER 0.74) but mid-RSI counter-trend = fighting the trend, not a reversal. Skip."
1780650580,2026-06-05 11:09,LONG,A+,CRT sweep+reclaim,4461.31,4459.5,4464.19,38,2,"4457.82 (1H, x2)",rejected,,"Counter-trend LONG vs 30m down-regime, RSI 44.8 (no oversold reset). Clears HARD FLOOR (R:R ~1.6, 58p room, ER 0.52) but mid-RSI counter-trend = fighting the trend. Recurring 4460-zone CRT long — skip until with-trend or a real RSI extreme."
1780650803,2026-06-05 11:13,LONG,C-into-zone,resistance-trendline break,4466.92,,,81,72,open,auto-skip,0.36,neg R:R 0.36 (TP1 < 0.8×SL)
1780650959,2026-06-05 11:15,SHORT,A+,zone-bounce rejection,4465.09,4467.15,4462.15,105,29,"4467.82 (15m+1H, x2)",SL,4467.1,-21
1780651123,2026-06-05 11:18,SHORT,A+,CRT sweep+reclaim,4466.97,4469.03,4464.02,105,1,"4467.82 (15m+1H, x2)",rejected,,ER-divergence guard (new rule from the -21p loss 2 min ago): signal ER 0.6 but gold meta-scan ER 0.06 = dead flat. Same with-trend short at the same ~4467 resistance that just ran through my stop — re-firing a failed thesis in a momentum-less tape. Skip until gold's META-ER >0.3.
1780651377,2026-06-05 11:22,SHORT,A+,zone-bounce rejection,4467.45,4469.22,4464.49,99,8,"4467.82 (15m+1H, x2)",rejected,,Gold meta-ER 0.31 < 0.4 live-pair bar (GBP/EUR are the movers at 0.94+). Same ~4467 resistance that stopped out the earlier short and didn't reject — price keeps pushing back into it. Skip re-shorting a twice-failed level in a sub-0.4 tape; wait for gold meta-ER >0.4 or a fresh level.
1780652314,2026-06-05 11:38,LONG,A+,CRT sweep+reclaim,4463.23,4461.15,4465.24,74,1,"4467.82 (15m+1H, x2)",rejected,,"Counter-trend LONG (counter-DOWN): gold just made a new low at 4459 then bounced to 4463.75 — downtrend intact, this is fading it. Down-move is the trend; longs are counter. Skip (the with-trend play remains shorts into resistance, now with the stop placed ABOVE the zone)."
1780652922,2026-06-05 11:48,SHORT,A+,zone-bounce rejection,4467.25,4469.42,4464.38,66,18,"4467.82 (15m+1H, x2)",rejected,,"Gold meta-ER 0.31 < 0.4 live-pair bar (US30 0.73 / GBP 0.76 are the movers). Setup is otherwise clean & with-trend, and the SL fix worked (4469.42 now ABOVE the twice-tagged 4467) — but holding the ER guard from the -21p loss: don't force a gold short in sub-0.4 chop, esp. pre-NFP. Take it if gold ER pushes >0.4."
1780652978,2026-06-05 11:49,SHORT,A+,zone-bounce rejection,4466.1,4468.74,4463.21,62,18,"4467.82 (15m+1H, x2)",rejected,,Gold meta-ER 0.27 < 0.4 guard (US30 0.68 the mover). With-trend + improved stop (4468.74 above 4467) but still sub-0.4 chop pre-NFP. Hold for ER>0.4.
1780653037,2026-06-05 11:50,SHORT,A+,CRT sweep+reclaim,4465.22,4468.12,4462.32,54,2,"4467.82 (15m+1H, x2)",rejected,,ER-divergence: signal ER 0.40 but gold meta-ER 0.22 (trust the meta/live-pair read) < 0.4 guard. Same 4465-4468 chop zone; GBP 0.88 / US30 0.62 are the movers. Hold for gold meta-ER >0.4.
1780653629,2026-06-05 12:00,LONG,A+,CRT sweep+reclaim,4464.94,,,30,2,EMA50,auto-skip,0.5,neg R:R 0.50 (TP1 < 0.8×SL)
1780654531,2026-06-05 12:15,SHORT,A+,CRT sweep+reclaim,4465.03,4467.77,4462.29,23,1,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.0 = completely dead flat, same 4465 chop zone. Hard skip — no trend, well below the 0.4 guard. (GBP 0.54 the live pair.)"
1780654588,2026-06-05 12:16,SHORT,A+,CRT sweep+reclaim,4464.64,4467.37,4461.91,23,4,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.01 = dead flat, same 4464-4465 chop. Hard skip, well below 0.4 guard. (GBP 0.69 the mover.)"
1780654947,2026-06-05 12:22,SHORT,A+,liquidity-sweep reversal,4466.09,4468.73,4463.4,35,9,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.11 < 0.4 guard, same 4466 chop. No trend to carry a short. (GBP 0.72 the mover.)"
1780655193,2026-06-05 12:26,SHORT,A+,CRT sweep+reclaim,4466.34,4468.73,4463.67,35,4,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.16 < 0.4 guard, same 4466 chop zone. No trend. (GBP 0.76 the mover.)"
1780655975,2026-06-05 12:39,LONG,C-into-zone,CRT sweep+reclaim,4463.19,4461.65,4465.27,46,1,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.04 dead flat + counter-trend LONG + grade C. No trend, wrong side, low grade. Hard skip."
1780656215,2026-06-05 12:43,LONG,A+,CRT sweep+reclaim,4462.36,4459.81,4464.91,22,3,"4457.82 (1H, x2)",rejected,,"Gold ER 0.05 dead flat + counter-trend LONG. No trend, fighting the down-regime. Hard skip."
1780656272,2026-06-05 12:44,LONG,C-into-zone,CRT sweep+reclaim,4463.28,4461.75,4465.3,22,1,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.10 + counter-trend + grade C. Dead-chop fade, no trend. Hard skip."
1780656323,2026-06-05 12:45,LONG,A+,CRT sweep+reclaim,4464.75,,,32,0,EMA50,auto-skip,0.64,neg R:R 0.64 (TP1 < 0.8×SL)
1780656389,2026-06-05 12:46,SHORT,A+,CRT sweep+reclaim,4466.55,4468.72,4463.97,52,1,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.10 < 0.4 guard, same 4466 chop. No trend. (GBP 0.66 the mover.)"
1780656457,2026-06-05 12:47,SHORT,A+,CRT sweep+reclaim,4465.66,4468.26,4463.06,52,10,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.15 < 0.4 guard, same 4465-4466 chop. No trend."
1780656512,2026-06-05 12:48,SHORT,A+,CRT sweep+reclaim,4465.29,4467.87,4462.71,52,1,"4467.82 (15m+1H, x2)",rejected,,"Gold ER 0.15 < 0.4 guard, same 4465 chop. No trend."
1780656736,2026-06-05 12:52,SHORT,A+,CRT sweep+reclaim,4467.06,,,58,0,"4467.82 (15m+1H, x2)",auto-skip,1.55,dead chop ER0.19 (<0.2)
1780656806,2026-06-05 12:53,SHORT,A+,CRT sweep+reclaim,4466.36,,,46,6,"4467.82 (15m+1H, x2)",auto-skip,1.09,dead chop ER0.19 (<0.2)
1780657348,2026-06-05 13:02,SHORT,A+,momentum impulse,4463.73,,,35,16,"4467.82 (15m+1H, x2)",auto-skip,1.0,dead chop ER0.1 (<0.2)
1780657649,2026-06-05 13:07,LONG,C-into-zone,CRT sweep+reclaim,4463.75,,,40,5,open,auto-skip,1.14,dead chop ER0.05 (<0.2)
1780657708,2026-06-05 13:08,LONG,A+,CRT sweep+reclaim,4465.2,,,40,4,EMA50,auto-skip,0.49,neg R:R 0.49 (TP1 < 0.8×SL); dead chop ER0.02 (<0.2)
1780658254,2026-06-05 13:17,LONG,A+,CRT sweep+reclaim,4463.29,,,60,8,EMA200,auto-skip,1.16,dead chop ER0.06 (<0.2)
1780658437,2026-06-05 13:20,LONG,A+,CRT sweep+reclaim,4462.07,,,55,2,"4457.82 (1H, x2)",auto-skip,1.0,dead chop ER0.06 (<0.2)
1780658568,2026-06-05 13:22,LONG,A+,CRT sweep+reclaim,4463.57,,,42,14,EMA50,auto-skip,1.06,dead chop ER0.03 (<0.2)
1780658618,2026-06-05 13:23,LONG,A+,CRT sweep+reclaim,4463.2,,,31,1,EMA50,auto-skip,1.19,dead chop ER0.04 (<0.2)
1780658919,2026-06-05 13:28,LONG,C-into-zone,CRT sweep+reclaim,4465.26,,,75,6,open,auto-skip,0.48,neg R:R 0.48 (TP1 < 0.8×SL); dead chop ER0.09 (<0.2)
1780659035,2026-06-05 13:30,SHORT,A+,CRT sweep+reclaim,4465.55,,,83,4,"4467.82 (15m+1H, x2)",auto-skip,1.0,dead chop ER0.09 (<0.2)
1780660053,2026-06-05 13:47,LONG,A+,resistance-trendline break,4466.91,,,41,19,VWAP upper band,auto-skip,0.43,neg R:R 0.43 (TP1 < 0.8×SL); dead chop ER0.14 (<0.2)
1780661205,2026-06-05 14:06,LONG,A+,CRT sweep+reclaim,4466.98,,,66,2,VWAP upper band,auto-skip,0.41,neg R:R 0.41 (TP1 < 0.8×SL); dead chop ER0.02 (<0.2)
1780661556,2026-06-05 14:12,SHORT,A+,zone-bounce rejection,4467.52,,,70,15,"4467.82 (15m+1H, x2)",auto-skip,1.45,dead chop ER0.11 (<0.2)
1780663905,2026-06-05 14:51,SHORT,A,momentum impulse,4431.48,,,185,58,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780664567,2026-06-05 15:02,LONG,B (open space),CRT sweep+reclaim,4418.11,,,248,15,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780664623,2026-06-05 15:03,LONG,B (open space),CRT sweep+reclaim,4417.55,4414.1,4420.62,248,9,open,rejected,,"Grade B counter-trend LONG catching the bottom of a 490pt drop. Regime DOWN, ER0.78 is downside efficiency, RSI 35.6. Falling-knife bounce-long against strong momentum — exactly the pattern the discipline rejects. Skip."
1780665666,2026-06-05 15:21,SHORT,A,CRT sweep+reclaim,4417.38,4421.27,4411.83,58,3,open,TP2,4406.3,111
1780666542,2026-06-05 15:35,LONG,B (open space),CRT sweep+reclaim,4406.63,4402.27,4412.85,168,12,open,rejected,,"Grade B counter-trend LONG catching the bottom (gold now 4406, still DOWN regime, ER0.62 downside). RSI 42, falling-knife bounce-long against the trend. Skip — with-trend play stays SHORT."
1780666660,2026-06-05 15:37,SHORT,C-into-zone,momentum impulse,4391,,,214,77,open,auto-skip,0.34,neg R:R 0.34 (TP1 < 0.8×SL)
1780667745,2026-06-05 15:55,LONG,B (open space),CRT sweep+reclaim,4385.59,4381.32,4392.7,90,16,open,rejected,,"Premature — price 4385 still ABOVE the 4375-4380 daily-EMA200/VPOC zone, falling into it with ER0.78 downside. Grade B, counter-trend, no reversal confirmation. Per the plan: wait for gold to TAG 4375-4380 and print a reclaim/strong bull candle with RSI turning up, THEN the long is A+. Not yet. Skip."
